ID,Date,Time,Location,District,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20250149,2025-11-05,05:38,"Perumbavoor Road, Ernakulam",Ernakulam,10.11106,76.482293,South,Auto-rickshaw,Rainy,City Road,Twilight,Major,Sleep deprivation,5,0,50,41-60
20250150,2025-03-15,10:16,"Marine Drive, Kochi",Ernakulam,9.969712,76.286209,South,Lorry,Windy,City Road,Daylight,Minor,Tire burst,3,0,43,41-60
20250151,2025-10-20,18:11,"NH-66, Kozhikode Bypass",Kozhikode,11.249789,75.778262,South,Auto-rickshaw,Rainy,State Highway,Twilight,Major,Over-speeding,1,0,40,26-40
20250152,2025-09-27,13:23,"Ranni Road, Pathanamthitta",Pathanamthitta,9.39162,76.782864,South,Car,Rainy,State Highway,Daylight,Fatal,Lane changing without signal,2,4,46,41-60
20250153,2025-02-09,07:33,Kannur-Mananthavady Road,Kannur,11.864325,75.686062,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Road rage,3,0,27,26-40
20250154,2025-09-29,14:07,"Kuttanad Road, Alappuzha",Alappuzha,9.39856,76.416418,South,Motorcycle,Stormy,Residential Street,Daylight,Major,Poor road condition,7,0,30,26-40
20250155,2025-09-05,13:20,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.55672,76.920969,South,Motorcycle,Rainy,Residential Street,Daylight,Minor,Poor road condition,0,0,34,26-40
20250156,2025-12-19,18:58,"Kanhangad Road, Kasaragod",Kasaragod,12.351601,75.09923,South,Bus,Clear,Rural Road,Twilight,Major,Poor road condition,5,0,32,26-40
20250157,2025-05-16,20:19,"NH-66, Kannur Bypass",Kannur,11.877377,75.359646,South,Bus,Clear,Residential Street,Darkness (Unlit),Minor,Distracted driving,2,0,18,<26
20250158,2025-02-14,18:31,"Mavoor Road, Kozhikode",Kozhikode,11.257237,75.803876,South,Car,Clear,City Road,Twilight,Minor,Using phone while driving,1,0,28,26-40
20250159,2025-11-14,20:02,"Vadakkanchery Road, Thrissur",Thrissur,10.532005,76.518794,South,Car,Rainy,Rural Road,Darkness (Unlit),Minor,Wrong-side driving,1,0,23,<26
20250160,2025-11-30,21:04,"Vellayambalam, Thiruvananthapuram",Thiruvananthapuram,8.503828,76.94818,South,Bicycle,Rainy,State Highway,Darkness (Lit),Minor,Drunk driving,3,0,45,41-60
20250161,2025-10-08,09:39,"Aluva Bypass, Ernakulam",Ernakulam,10.101725,76.365713,South,Car,Stormy,State Highway,Daylight,Minor,Signal violation,0,0,32,26-40
20250162,2025-10-06,14:13,"Vythiri Ghat Road, Wayanad",Wayanad,11.51623,76.054558,South,Truck,Windy,State Highway,Daylight,Fatal,Wrong-side driving,10,3,20,<26
20250163,2025-07-03,11:07,Kannur-Mananthavady Road,Kannur,11.873809,75.681194,South,Car,Rainy,State Highway,Daylight,Major,Lane changing without signal,6,0,33,26-40
20250164,2025-05-27,11:33,"Calicut Beach Road, Kozhikode",Kozhikode,11.261242,75.771911,South,Auto-rickshaw,Heatwave,State Highway,Daylight,Minor,Using phone while driving,1,0,22,<26
20250165,2025-12-18,08:48,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.526846,76.944793,South,Car,Clear,City Road,Daylight,Minor,Wrong-side driving,0,0,30,26-40
20250166,2025-07-17,15:22,"NH-66, Alappuzha Bypass",Alappuzha,9.494612,76.331593,South,Bus,Rainy,State Highway,Daylight,Minor,Vehicle malfunction,2,0,19,<26
20250167,2025-12-31,08:27,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.224645,76.661261,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Minor,Drunk driving,1,0,52,41-60
20250168,2025-01-21,17:19,"Kuttanad Road, Alappuzha",Alappuzha,9.406169,76.432332,South,Motorcycle,Foggy,State Highway,Daylight,Fatal,Over-speeding,2,2,18,<26
20250169,2025-10-17,14:01,"NH-544, Thrissur Bypass",Thrissur,10.537822,76.204134,South,Lorry,Cloudy,City Road,Daylight,Minor,Brake failure,3,0,40,26-40
20250170,2025-02-18,17:57,"Seaport-Airport Road, Kochi",Ernakulam,10.030491,76.356471,South,Car,Clear,City Road,Daylight,Major,Road rage,7,0,44,41-60
20250171,2025-04-14,19:43,"Chalakudy Road, Thrissur",Thrissur,10.293776,76.333297,South,Auto-rickshaw,Stormy,National Highway,Twilight,Major,Over-speeding,2,0,32,26-40
20250172,2025-02-04,09:25,"NH-66, Kozhikode Bypass",Kozhikode,11.267373,75.783643,South,Bus,Clear,National Highway,Daylight,Major,Using phone while driving,6,0,43,41-60
20250173,2025-08-14,17:00,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.518799,76.947635,South,Truck,Rainy,City Road,Daylight,Major,Signal violation,3,0,45,41-60
20250174,2025-10-30,16:49,"Manjeri Bypass, Malappuram",Malappuram,11.112078,76.11967,South,Motorcycle,Rainy,City Road,Daylight,Minor,Poor road condition,0,0,37,26-40
20250175,2025-05-16,15:45,Kannur-Mananthavady Road,Kannur,11.876871,75.681132,South,Motorcycle,Clear,State Highway,Daylight,Fatal,Over-speeding,10,2,32,26-40
20250176,2025-07-19,13:02,"Calicut Beach Road, Kozhikode",Kozhikode,11.266697,75.779308,South,Motorcycle,Rainy,City Road,Daylight,Minor,Poor road condition,3,0,29,26-40
20250177,2025-08-30,14:00,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.696525,76.807425,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Major,Signal violation,4,0,58,41-60
20250178,2025-10-02,07:32,"Vythiri Ghat Road, Wayanad",Wayanad,11.524007,76.050148,South,Bus,Windy,City Road,Daylight,Minor,Overloading,0,0,20,<26
20250179,2025-06-26,15:33,"Feroke Junction, Kozhikode",Kozhikode,11.16845,75.857979,South,Auto-rickshaw,Cloudy,State Highway,Daylight,Major,Over-speeding,6,1,42,41-60
20250180,2025-11-11,19:36,"Seaport-Airport Road, Kochi",Ernakulam,10.016835,76.342543,South,Bus,Rainy,Residential Street,Twilight,Minor,Drunk driving,3,0,61,60+
20250181,2025-03-23,20:41,"Seaport-Airport Road, Kochi",Ernakulam,10.022779,76.365655,South,Truck,Heatwave,Residential Street,Darkness (Unlit),Minor,Over-speeding,2,0,35,26-40
20250182,2025-02-10,17:20,"Kattappana Road, Idukki",Idukki,9.740341,77.097791,South,Bicycle,Clear,Rural Road,Daylight,Major,Using phone while driving,2,0,28,26-40
20250183,2025-10-11,13:30,"Kozhinjampara Road, Palakkad",Palakkad,10.732136,76.854094,South,Auto-rickshaw,Rainy,State Highway,Daylight,Major,Distracted driving,7,0,18,<26
20250184,2025-04-12,13:07,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.557847,76.927803,South,Car,Rainy,City Road,Daylight,Major,Brake failure,5,0,33,26-40
20250185,2025-03-04,18:14,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.232176,76.651557,South,Van,Clear,City Road,Twilight,Major,Lane changing without signal,4,0,39,26-40
20250186,2025-05-26,02:28,"Vadakkanchery Road, Thrissur",Thrissur,10.535199,76.509531,South,Motorcycle,Clear,Residential Street,Darkness (Unlit),Major,Drunk driving,6,0,19,<26
20250187,2025-07-31,10:27,"NH-85, Munnar Road, Idukki",Idukki,10.001557,77.062191,South,Motorcycle,Rainy,National Highway,Daylight,Major,Over-speeding,7,0,18,<26
20250188,2025-09-07,13:29,"Changanacherry Bypass, Kottayam",Kottayam,9.438061,76.542726,South,Motorcycle,Rainy,City Road,Daylight,Minor,Over-speeding,3,0,36,26-40
20250189,2025-03-06,08:32,"Paravur Road, Kollam",Kollam,8.802915,76.656643,South,Bicycle,Windy,City Road,Daylight,Minor,Lane changing without signal,0,0,54,41-60
20250190,2025-12-09,10:46,"Perinthalmanna Road, Malappuram",Malappuram,10.967853,76.231532,South,Motorcycle,Cloudy,National Highway,Daylight,Major,Over-speeding,1,0,18,<26
20250191,2025-09-29,06:43,"Paravur Road, Kollam",Kollam,8.795998,76.662072,South,Lorry,Stormy,City Road,Daylight,Minor,Brake failure,2,0,59,41-60
20250192,2025-02-25,16:21,"NH-66, Kasaragod Bypass",Kasaragod,12.504921,74.988018,South,Car,Clear,Rural Road,Daylight,Minor,Road rage,3,0,28,26-40
20250193,2025-11-13,17:31,"NH-66, Kuttippuram, Malappuram",Malappuram,10.847992,75.941911,South,Auto-rickshaw,Clear,City Road,Daylight,Minor,Bad lighting,3,0,37,26-40
20250194,2025-12-08,17:29,"Chalakudy Road, Thrissur",Thrissur,10.309943,76.323127,South,Motorcycle,Foggy,National Highway,Daylight,Major,Distracted driving,6,0,32,26-40
20250195,2025-06-20,17:31,"Sultan Bathery Road, Wayanad",Wayanad,11.67152,76.260136,South,Car,Rainy,National Highway,Daylight,Fatal,Over-speeding,10,4,27,26-40
20250196,2025-03-04,06:32,"Kottarakkara Junction, Kollam",Kollam,9.001453,76.771861,South,Motorcycle,Clear,City Road,Daylight,Minor,Tailgating,3,0,22,<26
20250197,2025-11-27,17:00,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.790819,76.664828,South,Motorcycle,Windy,State Highway,Daylight,Major,Over-speeding,1,0,29,26-40
20250198,2025-06-25,02:53,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.526223,76.933789,South,Car,Rainy,City Road,Darkness (Unlit),Minor,Drunk driving,2,0,33,26-40
20250199,2025-06-19,08:19,"Kattappana Road, Idukki",Idukki,9.739691,77.100475,South,Truck,Rainy,City Road,Daylight,Minor,Overloading,1,0,26,26-40
20250200,2025-09-05,13:06,"Tirur Road, Malappuram",Malappuram,10.9114,75.92396,South,Truck,Cloudy,City Road,Daylight,Minor,Brake failure,2,0,18,<26
20250201,2025-06-19,12:52,"Feroke Junction, Kozhikode",Kozhikode,11.174998,75.856357,South,Car,Rainy,State Highway,Daylight,Fatal,Distracted driving,7,5,38,26-40
20250202,2025-03-30,03:02,"Sultan Bathery Road, Wayanad",Wayanad,11.667562,76.267732,South,Auto-rickshaw,Clear,State Highway,Darkness (Unlit),Minor,Wrong-side driving,3,0,39,26-40
20250203,2025-09-27,21:20,"Aluva Bypass, Ernakulam",Ernakulam,10.112366,76.360616,South,Motorcycle,Rainy,National Highway,Darkness (Unlit),Fatal,Wrong-side driving,10,3,24,<26
20250204,2025-12-27,08:02,"NH-66, Kuttippuram, Malappuram",Malappuram,10.867566,75.95128,South,SUV,Cloudy,City Road,Daylight,Minor,Animal crossing,2,0,32,26-40
20250205,2025-10-22,12:16,"Marine Drive, Kochi",Ernakulam,9.975285,76.282926,South,Motorcycle,Windy,City Road,Daylight,Minor,Bad lighting,0,0,30,26-40
20250206,2025-06-28,05:55,"Cherthala Road, Alappuzha",Alappuzha,9.692653,76.334442,South,Motorcycle,Cloudy,City Road,Twilight,Major,Over-speeding,1,0,33,26-40
20250207,2025-04-13,15:27,"Vytilla Junction, Kochi",Ernakulam,9.957543,76.3207,South,Motorcycle,Clear,City Road,Daylight,Minor,Tailgating,3,0,39,26-40
20250208,2025-08-17,16:55,"Vadakkanchery Road, Thrissur",Thrissur,10.516115,76.503737,South,Lorry,Rainy,Rural Road,Daylight,Minor,Overloading,1,0,26,26-40
20250209,2025-01-29,08:25,"Cherthala Road, Alappuzha",Alappuzha,9.678938,76.349923,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Pedestrian error,0,0,31,26-40
20250210,2025-05-11,14:07,"Changanacherry Bypass, Kottayam",Kottayam,9.444729,76.540748,South,Tractor,Cloudy,National Highway,Daylight,Major,Over-speeding,6,0,45,41-60
20250211,2025-07-20,13:15,"Paravur Road, Kollam",Kollam,8.788268,76.663229,South,Motorcycle,Rainy,National Highway,Daylight,Minor,Over-speeding,1,0,25,<26
20250212,2025-09-28,15:35,"Perinthalmanna Road, Malappuram",Malappuram,10.98285,76.215097,South,Motorcycle,Clear,National Highway,Daylight,Minor,Wrong-side driving,2,0,36,26-40
20250213,2025-05-28,16:50,Kottayam-Kumily Road (NH-183),Kottayam,9.557373,76.896182,South,Bus,Cloudy,State Highway,Daylight,Fatal,Wrong-side driving,8,5,55,41-60
20250214,2025-08-18,15:43,Kannur-Mananthavady Road,Kannur,11.871078,75.671674,South,Bus,Rainy,State Highway,Daylight,Major,Over-speeding,4,0,35,26-40
20250215,2025-12-10,13:39,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.694135,76.814578,South,Car,Foggy,Residential Street,Daylight,Minor,Poor road condition,1,0,31,26-40
20250216,2025-01-29,14:16,"Kanhangad Road, Kasaragod",Kasaragod,12.349946,75.090461,South,SUV,Cloudy,National Highway,Daylight,Minor,Signal violation,0,0,32,26-40
20250217,2025-10-25,14:14,"Marine Drive, Kochi",Ernakulam,9.973576,76.286726,South,Auto-rickshaw,Clear,National Highway,Daylight,Major,Drunk driving,6,1,35,26-40
20250218,2025-08-22,23:17,"Vytilla Junction, Kochi",Ernakulam,9.965653,76.321215,South,Motorcycle,Rainy,State Highway,Darkness (Lit),Major,Drunk driving,3,0,30,26-40
20250219,2025-09-23,16:23,"Thekkady Road, Idukki",Idukki,9.594072,77.170309,South,Motorcycle,Rainy,Rural Road,Daylight,Major,Tailgating,5,0,20,<26
20250220,2025-05-12,16:33,"Vythiri Ghat Road, Wayanad",Wayanad,11.537672,76.045668,South,Scooter,Rainy,State Highway,Daylight,Major,Drunk driving,6,0,23,<26
20250221,2025-05-16,06:29,"Kuttanad Road, Alappuzha",Alappuzha,9.396575,76.422193,South,Motorcycle,Clear,City Road,Daylight,Major,Lane changing without signal,1,0,29,26-40
20250222,2025-01-05,14:22,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.694333,76.82548,South,Car,Clear,State Highway,Daylight,Fatal,Signal violation,8,2,49,41-60
20250223,2025-01-11,14:00,"Guruvayur Road, Thrissur",Thrissur,10.604762,76.035432,South,Car,Clear,City Road,Daylight,Minor,Bad lighting,3,0,31,26-40
20250224,2025-04-21,15:59,"NH-544, Thrissur Bypass",Thrissur,10.530237,76.205218,South,Auto-rickshaw,Stormy,State Highway,Daylight,Major,Over-speeding,4,0,62,60+
20250225,2025-04-06,13:58,"Vytilla Junction, Kochi",Ernakulam,9.951386,76.309001,South,Motorcycle,Clear,City Road,Daylight,Major,Road rage,5,0,34,26-40
20250226,2025-11-27,18:07,"Kozhinjampara Road, Palakkad",Palakkad,10.731471,76.836459,South,Bus,Cloudy,Residential Street,Twilight,Minor,Tailgating,1,0,32,26-40
20250227,2025-05-23,08:52,"Karunagappally Road, Kollam",Kollam,9.059045,76.537433,South,Car,Cloudy,Residential Street,Daylight,Minor,Road rage,2,0,38,26-40
20250228,2025-02-08,14:25,"Vytilla Junction, Kochi",Ernakulam,9.957809,76.321819,South,Car,Clear,Rural Road,Daylight,Minor,Pedestrian error,1,0,33,26-40
20250229,2025-04-25,13:57,"Kanhangad Road, Kasaragod",Kasaragod,12.345427,75.092633,South,Motorcycle,Clear,City Road,Daylight,Minor,Brake failure,2,0,42,41-60
20250230,2025-04-17,05:18,"Thalassery Road, Kannur",Kannur,11.755414,75.482436,South,Tractor,Heatwave,City Road,Twilight,Minor,Pedestrian error,3,0,29,26-40
20250231,2025-08-27,11:55,"NH-85, Munnar Road, Idukki",Idukki,9.989207,77.062476,South,Car,Stormy,Residential Street,Daylight,Minor,Poor road condition,3,0,23,<26
20250232,2025-03-18,15:42,Kannur-Mananthavady Road,Kannur,11.870811,75.680453,South,Bus,Windy,National Highway,Daylight,Minor,Distracted driving,3,0,41,41-60
20250233,2025-05-16,09:38,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.484772,76.942314,South,Auto-rickshaw,Stormy,City Road,Daylight,Fatal,Tire burst,9,4,30,26-40
20250234,2025-12-03,15:37,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.219088,76.664125,South,Auto-rickshaw,Cloudy,City Road,Daylight,Minor,Distracted driving,3,0,37,26-40
20250235,2025-05-12,14:22,"Vythiri Ghat Road, Wayanad",Wayanad,11.523364,76.059271,South,Car,Cloudy,City Road,Daylight,Fatal,Over-speeding,2,4,39,26-40
20250236,2025-06-13,15:14,"NH-66, Kannur Bypass",Kannur,11.869719,75.363207,South,Truck,Rainy,City Road,Daylight,Major,Sleep deprivation,4,1,26,26-40
20250237,2025-07-02,12:46,"Vellayambalam, Thiruvananthapuram",Thiruvananthapuram,8.505915,76.946111,South,Bus,Clear,City Road,Daylight,Minor,Wrong-side driving,3,0,44,41-60
20250238,2025-01-28,23:30,"Paravur Road, Kollam",Kollam,8.799173,76.653629,South,Bus,Clear,City Road,Darkness (Unlit),Major,Tire burst,3,0,39,26-40
20250239,2025-10-19,08:25,"NH-66, Kasaragod Bypass",Kasaragod,12.498972,74.975796,South,SUV,Cloudy,City Road,Daylight,Major,Distracted driving,5,0,22,<26
20250240,2025-12-24,13:12,"Guruvayur Road, Thrissur",Thrissur,10.600163,76.054744,South,Scooter,Foggy,National Highway,Daylight,Major,Over-speeding,6,1,23,<26
20250241,2025-01-31,15:11,"Thekkady Road, Idukki",Idukki,9.594159,77.168064,South,Truck,Clear,Residential Street,Daylight,Minor,Over-speeding,2,0,35,26-40
20250242,2025-02-11,14:53,"Vadakkanchery Road, Thrissur",Thrissur,10.531215,76.507969,South,Van,Windy,State Highway,Daylight,Fatal,Tailgating,8,2,38,26-40
20250243,2025-12-10,23:48,"Thekkady Road, Idukki",Idukki,9.604761,77.14937,South,Auto-rickshaw,Cloudy,National Highway,Darkness (Lit),Major,Poor road condition,7,0,46,41-60
20250244,2025-01-12,16:15,"Karunagappally Road, Kollam",Kollam,9.048276,76.539003,South,Scooter,Clear,City Road,Daylight,Minor,Lane changing without signal,3,0,26,26-40
20250245,2025-02-21,12:11,"Karunagappally Road, Kollam",Kollam,9.054953,76.545156,South,Motorcycle,Cloudy,State Highway,Daylight,Minor,Bad lighting,3,0,27,26-40
20250246,2025-04-04,01:08,"Karunagappally Road, Kollam",Kollam,9.052261,76.539034,South,Motorcycle,Clear,National Highway,Darkness (Unlit),Minor,Over-speeding,1,0,34,26-40
20250247,2025-04-16,20:40,"Chalakudy Road, Thrissur",Thrissur,10.292821,76.341604,South,Auto-rickshaw,Heatwave,City Road,Darkness (Lit),Minor,Bad lighting,2,0,25,<26
20250248,2025-07-04,14:13,"MC Road, Kottayam",Kottayam,9.584314,76.514024,South,Car,Rainy,City Road,Daylight,Minor,Tailgating,2,0,19,<26
20250249,2025-07-19,13:25,"NH-66, Edapally Junction, Kochi",Ernakulam,10.030392,76.306446,South,Auto-rickshaw,Rainy,Residential Street,Daylight,Minor,Sleep deprivation,1,0,33,26-40
20250250,2025-03-13,08:55,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.221098,76.644086,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Wrong-side driving,1,0,18,<26
20250251,2025-09-05,15:28,"Karunagappally Road, Kollam",Kollam,9.064826,76.524232,South,Bus,Rainy,National Highway,Daylight,Major,Wrong-side driving,4,0,34,26-40
20250252,2025-09-30,15:58,Kottayam-Kumily Road (NH-183),Kottayam,9.5698,76.889882,South,Motorcycle,Rainy,State Highway,Daylight,Major,Tire burst,6,0,18,<26
20250253,2025-06-26,18:07,"Vellayambalam, Thiruvananthapuram",Thiruvananthapuram,8.508322,76.947464,South,Motorcycle,Clear,National Highway,Twilight,Minor,Over-speeding,0,0,18,<26
20250254,2025-07-04,20:10,"NH-66, Alappuzha Bypass",Alappuzha,9.504075,76.332614,South,Car,Rainy,National Highway,Darkness (Lit),Major,Over-speeding,7,0,39,26-40
20250255,2025-03-30,18:20,"NH-66, Edapally Junction, Kochi",Ernakulam,10.037791,76.30562,South,SUV,Clear,City Road,Twilight,Minor,Bad lighting,2,0,33,26-40
20250256,2025-08-18,07:12,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.703696,76.824499,South,Bus,Rainy,City Road,Daylight,Minor,Tailgating,3,0,27,26-40
20250257,2025-07-06,23:20,"Calicut Beach Road, Kozhikode",Kozhikode,11.252634,75.764264,South,Motorcycle,Rainy,Rural Road,Darkness (Lit),Minor,Drunk driving,2,0,22,<26
20250258,2025-02-22,11:06,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.601057,76.077089,South,Truck,Clear,Residential Street,Daylight,Major,Bad lighting,1,0,41,41-60
20250259,2025-03-16,08:04,"Paravur Road, Kollam",Kollam,8.790026,76.669331,South,Motorcycle,Cloudy,City Road,Daylight,Major,Signal violation,4,1,28,26-40
20250260,2025-04-08,09:27,"Vadakkanchery Road, Thrissur",Thrissur,10.538656,76.514307,South,Motorcycle,Clear,National Highway,Daylight,Minor,Poor road condition,3,0,26,26-40
20250261,2025-04-22,18:11,"Changanacherry Bypass, Kottayam",Kottayam,9.443563,76.537867,South,Motorcycle,Cloudy,Rural Road,Twilight,Minor,Brake failure,3,0,24,<26
20250262,2025-05-19,14:01,"NH-85, Munnar Road, Idukki",Idukki,9.990343,77.056518,South,Motorcycle,Windy,City Road,Daylight,Major,Vehicle malfunction,2,0,23,<26
20250263,2025-02-09,13:22,"Ottappalam Bypass, Palakkad",Palakkad,10.768403,76.36677,South,Car,Clear,National Highway,Daylight,Major,Poor road condition,2,0,47,41-60
20250264,2025-12-04,14:23,"NH-85, Munnar Road, Idukki",Idukki,9.999722,77.07081,South,Auto-rickshaw,Clear,State Highway,Daylight,Major,Wrong-side driving,6,0,48,41-60
20250265,2025-07-15,11:56,"Cherthala Road, Alappuzha",Alappuzha,9.69667,76.348246,South,Auto-rickshaw,Rainy,City Road,Daylight,Major,Poor road condition,4,0,31,26-40
20250266,2025-02-15,16:50,Kottayam-Kumily Road (NH-183),Kottayam,9.560908,76.892981,South,Car,Clear,City Road,Daylight,Minor,Distracted driving,3,0,27,26-40
20250267,2025-03-15,05:17,"Kuttanad Road, Alappuzha",Alappuzha,9.400652,76.427259,South,Auto-rickshaw,Cloudy,National Highway,Twilight,Fatal,Brake failure,3,2,36,26-40
20250268,2025-11-26,14:27,"Changanacherry Bypass, Kottayam",Kottayam,9.447921,76.540959,South,Car,Windy,City Road,Daylight,Minor,Brake failure,2,0,58,41-60
20250269,2025-08-21,07:12,"Kottarakkara Junction, Kollam",Kollam,8.993114,76.77278,South,Bus,Clear,National Highway,Daylight,Minor,Animal crossing,2,0,40,26-40
20250270,2025-02-07,16:50,"Sultan Bathery Road, Wayanad",Wayanad,11.652715,76.254002,South,Car,Clear,State Highway,Daylight,Major,Over-speeding,2,0,42,41-60
20250271,2025-03-06,17:41,"Kakkanad, Kochi",Ernakulam,10.006125,76.341269,South,Auto-rickshaw,Clear,State Highway,Daylight,Fatal,Drunk driving,7,3,44,41-60
20250272,2025-03-07,09:00,"MC Road, Kottayam",Kottayam,9.580776,76.521938,South,Scooter,Heatwave,State Highway,Daylight,Major,Over-speeding,1,0,27,26-40
20250273,2025-10-08,18:55,"Mavoor Road, Kozhikode",Kozhikode,11.256704,75.813073,South,Bus,Rainy,National Highway,Twilight,Major,Drunk driving,3,0,37,26-40
20250274,2025-10-11,10:48,"Chalakudy Road, Thrissur",Thrissur,10.311868,76.334756,South,Auto-rickshaw,Cloudy,State Highway,Daylight,Major,Pedestrian error,3,0,36,26-40
20250275,2025-03-06,10:12,"Seaport-Airport Road, Kochi",Ernakulam,10.023947,76.362654,South,Motorcycle,Clear,City Road,Daylight,Major,Poor road condition,3,0,38,26-40
