ID,Date,Time,Location,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20250167,2025-04-07,17:37,"Chenab Bridge Approach, J&K",33.155144,74.82481,North,Car,Heatwave,State Highway,Daylight,Fatal,Overloading,4,6,72,60+
20250168,2025-09-03,19:44,"Bistupur, Jamshedpur",22.810713,86.199799,East,Motorcycle,Rainy,State Highway,Twilight,Major,Wrong-side driving,5,0,47,41-60
20250169,2025-09-20,19:29,"FC Road, Pune",18.534584,73.847572,West,Auto-rickshaw,Rainy,State Highway,Twilight,Fatal,Drunk driving,4,6,43,41-60
20250170,2025-10-27,15:26,"Varkala Road, Kerala",8.722872,76.711596,South,Motorcycle,Cloudy,City Road,Daylight,Major,Overloading,8,1,30,26-40
20250171,2025-11-25,17:29,"Marine Drive, Kochi",9.982983,76.271265,South,Car,Clear,National Highway,Daylight,Minor,Overloading,0,0,18,<26
20250172,2025-02-08,20:42,"Anna Salai, Chennai",13.06833,80.246972,South,Bicycle,Clear,City Road,Darkness (Lit),Minor,Bad lighting,0,0,34,26-40
20250173,2025-11-13,16:59,"Vartak Nagar, Thane",19.230683,72.982879,West,Car,Clear,City Road,Daylight,Minor,Over-speeding,2,0,28,26-40
20250174,2025-09-15,18:43,"T. Nagar, Chennai",13.050985,80.246393,South,Car,Clear,National Highway,Twilight,Major,Over-speeding,6,0,35,26-40
20250175,2025-07-23,07:25,"Raja Park, Jaipur",26.89855,75.849107,North,Car,Rainy,Rural Road,Daylight,Major,Drunk driving,7,0,21,<26
20250176,2025-12-26,08:31,"T. Nagar, Chennai",13.046147,80.229038,South,Tractor,Windy,Rural Road,Daylight,Major,Drunk driving,8,0,40,26-40
20250177,2025-02-08,16:17,"M.G. Road, Indore",22.721505,75.843687,Central,Scooter,Clear,Residential Street,Daylight,Minor,Distracted driving,3,0,32,26-40
20250178,2025-10-16,09:53,"S.G. Highway, Ahmedabad",23.027811,72.572617,West,Motorcycle,Rainy,Rural Road,Daylight,Minor,Signal violation,2,0,23,<26
20250179,2025-01-28,07:14,"Park Street, Kolkata",22.548218,88.35927,East,Scooter,Clear,Rural Road,Daylight,Minor,Over-speeding,3,0,18,<26
20250180,2025-07-12,14:43,"Golden Temple Road, Amritsar",31.62482,74.864071,North,Truck,Foggy,City Road,Daylight,Major,Signal violation,7,0,38,26-40
20250181,2025-11-21,08:24,"Mall Road, Shimla",31.100621,77.161146,North,Scooter,Foggy,Rural Road,Daylight,Major,Wrong-side driving,3,0,18,<26
20250182,2025-02-22,02:22,"Arera Colony, Bhopal",23.220992,77.437341,Central,Motorcycle,Clear,State Highway,Darkness (Lit),Minor,Over-speeding,1,0,22,<26
20250183,2025-10-20,15:43,"S.G. Highway, Ahmedabad",23.012585,72.564468,West,Motorcycle,Clear,National Highway,Daylight,Major,Over-speeding,2,0,38,26-40
20250184,2025-09-11,15:12,"Raja Park, Jaipur",26.884809,75.82854,North,Scooter,Rainy,City Road,Daylight,Minor,Overloading,3,0,21,<26
20250185,2025-11-30,21:08,"Fatehpur Sikri Road, Agra",27.08572,77.687118,North,Car,Rainy,Residential Street,Darkness (Unlit),Minor,Lane changing without signal,3,0,58,41-60
20250186,2025-06-16,12:52,"Indiranagar 100ft Road, Bangalore",12.96785,77.654162,South,Car,Windy,National Highway,Daylight,Fatal,Pedestrian error,12,4,33,26-40
20250187,2025-12-29,09:51,"Varkala Road, Kerala",8.743238,76.703775,South,Bicycle,Cloudy,City Road,Daylight,Minor,Distracted driving,1,0,37,26-40
20250188,2025-08-05,17:04,"Sector 17, Chandigarh",30.756221,76.782077,North,Motorcycle,Rainy,Residential Street,Daylight,Minor,Road rage,2,0,30,26-40
20250189,2025-12-26,19:34,"Bistupur, Jamshedpur",22.808745,86.190449,East,Auto-rickshaw,Foggy,City Road,Twilight,Minor,Drunk driving,3,0,48,41-60
20250190,2025-08-09,07:06,"Howrah Bridge Road, Kolkata",22.57676,88.354206,East,Bus,Rainy,State Highway,Daylight,Major,Drunk driving,3,0,35,26-40
20250191,2025-01-13,14:18,"Salt Lake City, Kolkata",22.599416,88.405376,East,Auto-rickshaw,Foggy,State Highway,Daylight,Minor,Drunk driving,4,0,24,<26
20250192,2025-08-13,17:28,"Mall Road, Shimla",31.091815,77.15974,North,Auto-rickshaw,Clear,State Highway,Daylight,Minor,Over-speeding,1,0,39,26-40
20250193,2025-09-22,08:10,"Paltan Bazaar, Guwahati",26.183795,91.765754,East,Car,Rainy,National Highway,Daylight,Major,Distracted driving,1,0,47,41-60
20250194,2025-08-08,13:45,"Hazratganj, Lucknow",26.837874,80.95377,North,Auto-rickshaw,Clear,National Highway,Daylight,Fatal,Overloading,6,2,29,26-40
20250195,2025-08-23,08:42,"Race Course, Coimbatore",11.017631,76.959973,South,Truck,Rainy,City Road,Daylight,Minor,Tire burst,3,0,21,<26
20250196,2025-12-28,17:58,"Vartak Nagar, Thane",19.221005,72.983263,West,Motorcycle,Clear,National Highway,Daylight,Fatal,Drunk driving,7,4,18,<26
20250197,2025-11-02,08:24,"T. Nagar, Chennai",13.032373,80.238165,South,Truck,Rainy,Residential Street,Daylight,Major,Using phone while driving,5,0,32,26-40
20250198,2025-01-28,19:00,"Race Course, Coimbatore",11.005896,76.965256,South,Tractor,Clear,City Road,Twilight,Minor,Sleep deprivation,3,0,50,41-60
20250199,2025-09-08,08:36,"Connaught Place, Delhi",28.640376,77.208316,North,Car,Rainy,State Highway,Daylight,Major,Tailgating,8,0,42,41-60
20250200,2025-10-06,18:23,"M.G. Road, Indore",22.729278,75.843948,Central,Auto-rickshaw,Clear,Residential Street,Twilight,Minor,Wrong-side driving,1,0,41,41-60
20250201,2025-06-02,19:02,"Sector 17, Chandigarh",30.734384,76.793566,North,Car,Cloudy,National Highway,Twilight,Fatal,Tailgating,12,5,29,26-40
20250202,2025-11-09,16:10,"Vartak Nagar, Thane",19.207477,72.969299,West,Car,Clear,City Road,Daylight,Minor,Tailgating,1,0,18,<26
20250203,2025-06-15,21:18,"Varkala Road, Kerala",8.735482,76.730272,South,Bus,Stormy,Rural Road,Darkness (Lit),Minor,Road rage,2,0,42,41-60
20250204,2025-03-09,09:45,"Mall Road, Shimla",31.114654,77.181244,North,Truck,Clear,City Road,Daylight,Minor,Tailgating,3,0,33,26-40
20250205,2025-08-20,06:50,"Victoria Memorial Area, Kolkata",22.532593,88.343068,East,Motorcycle,Stormy,City Road,Daylight,Major,Sleep deprivation,1,1,28,26-40
20250206,2025-08-23,16:44,"Main Guard Gate, Trichy",10.838903,78.70347,South,Motorcycle,Windy,Rural Road,Daylight,Major,Sleep deprivation,5,0,23,<26
20250207,2025-10-23,08:54,"Race Course, Coimbatore",11.025449,76.967625,South,Auto-rickshaw,Clear,City Road,Daylight,Fatal,Animal crossing,3,4,18,<26
20250208,2025-08-08,09:44,"NH-48 Highway, Delhi-Mumbai",22.376464,72.928456,West,Van,Cloudy,National Highway,Daylight,Fatal,Drunk driving,11,6,48,41-60
20250209,2025-03-26,05:40,"Fatehpur Sikri Road, Agra",27.09788,77.681357,North,Motorcycle,Clear,National Highway,Twilight,Fatal,Over-speeding,10,2,18,<26
20250210,2025-01-05,16:52,"Outer Ring Road, Bangalore",12.949845,77.622169,South,Car,Clear,City Road,Daylight,Major,Wrong-side driving,6,1,36,26-40
20250211,2025-03-12,13:52,"Rajpath, Delhi",28.625935,77.213347,North,Truck,Clear,City Road,Daylight,Minor,Poor road condition,1,0,33,26-40
20250212,2025-07-30,16:28,"Hazratganj, Lucknow",26.834301,80.934214,North,Auto-rickshaw,Rainy,City Road,Daylight,Major,Road rage,3,0,33,26-40
20250213,2025-11-27,07:35,"Bistupur, Jamshedpur",22.8076,86.206128,East,Auto-rickshaw,Foggy,Rural Road,Daylight,Major,Lane changing without signal,4,0,36,26-40
20250214,2025-05-03,14:07,"Gateway Area, Mumbai",18.921987,72.837518,West,Bus,Heatwave,Residential Street,Daylight,Major,Overloading,7,0,41,41-60
20250215,2025-12-16,08:30,"Victoria Memorial Area, Kolkata",22.53199,88.345221,East,Car,Clear,Residential Street,Daylight,Minor,Brake failure,4,0,39,26-40
20250216,2025-07-25,07:34,"M.G. Road, Indore",22.723081,75.851024,Central,Motorcycle,Rainy,State Highway,Daylight,Major,Tailgating,7,0,18,<26
20250217,2025-11-29,16:04,"Fatehpur Sikri Road, Agra",27.09706,77.680599,North,Bicycle,Clear,National Highway,Daylight,Major,Signal violation,1,0,36,26-40
20250218,2025-03-03,01:08,"Gomti Nagar, Lucknow",26.852041,80.994292,North,Motorcycle,Clear,Rural Road,Darkness (Lit),Major,Drunk driving,5,0,18,<26
20250219,2025-03-02,17:01,"Paltan Bazaar, Guwahati",26.191213,91.745159,East,Car,Rainy,City Road,Daylight,Minor,Signal violation,4,0,28,26-40
20250220,2025-10-18,08:10,"Howrah Bridge Road, Kolkata",22.5933,88.358628,East,Truck,Clear,City Road,Daylight,Fatal,Over-speeding,1,2,48,41-60
20250221,2025-01-24,14:24,"Electronic City, Bangalore",12.830269,77.69081,South,Car,Cloudy,City Road,Daylight,Major,Road rage,4,0,36,26-40
20250222,2025-02-09,15:07,"Civil Lines, Nagpur",21.151,79.07478,Central,Car,Clear,National Highway,Daylight,Minor,Signal violation,2,0,28,26-40
20250223,2025-06-09,11:35,"Raja Park, Jaipur",26.881839,75.82542,North,Bus,Rainy,City Road,Daylight,Minor,Animal crossing,3,0,58,41-60
20250224,2025-10-07,17:15,"Electronic City, Bangalore",12.825091,77.674301,South,Car,Clear,Rural Road,Daylight,Minor,Over-speeding,0,0,37,26-40
20250225,2025-12-03,12:47,"Chenab Bridge Approach, J&K",33.144225,74.824456,North,Lorry,Foggy,Residential Street,Daylight,Minor,Distracted driving,0,0,46,41-60
20250226,2025-09-24,13:57,"Zion Hill, Kodaikanal",10.236854,77.496637,South,Bus,Rainy,City Road,Daylight,Major,Brake failure,1,0,40,26-40
20250227,2025-03-08,09:16,"Mall Road, Shimla",31.117581,77.170189,North,Auto-rickshaw,Clear,City Road,Daylight,Major,Pedestrian error,4,0,38,26-40
20250228,2025-02-24,08:29,"Mall Road, Shimla",31.101995,77.174478,North,Tractor,Clear,State Highway,Daylight,Fatal,Over-speeding,3,6,32,26-40
20250229,2025-06-05,18:44,"Bistupur, Jamshedpur",22.79081,86.212978,East,Motorcycle,Clear,State Highway,Twilight,Major,Drunk driving,5,0,28,26-40
20250230,2025-07-27,18:35,"Palm Beach Road, Navi Mumbai",19.019104,73.006242,West,Car,Foggy,National Highway,Twilight,Minor,Over-speeding,1,0,37,26-40
20250231,2025-03-08,09:25,"Zion Hill, Kodaikanal",10.243689,77.502327,South,Car,Clear,Residential Street,Daylight,Fatal,Signal violation,2,2,48,41-60
20250232,2025-03-07,07:54,"Paltan Bazaar, Guwahati",26.170676,91.765268,East,Car,Stormy,City Road,Daylight,Minor,Brake failure,3,0,30,26-40
20250233,2025-12-16,14:22,"Hazratganj, Lucknow",26.858949,80.939449,North,Motorcycle,Clear,City Road,Daylight,Minor,Pedestrian error,3,0,18,<26
20250234,2025-02-01,07:24,"NH-48 Highway, Delhi-Mumbai",22.362577,72.93868,West,Auto-rickshaw,Clear,Residential Street,Daylight,Minor,Using phone while driving,3,0,45,41-60
20250235,2025-07-03,14:50,"Race Course, Coimbatore",11.012121,76.95777,South,Motorcycle,Rainy,National Highway,Daylight,Fatal,Distracted driving,5,1,29,26-40
20250236,2025-07-03,17:14,"Marine Drive, Kochi",9.964004,76.280406,South,Motorcycle,Cloudy,Residential Street,Daylight,Minor,Drunk driving,1,0,18,<26
20250237,2025-10-22,18:51,"S.G. Highway, Ahmedabad",23.018144,72.581577,West,Bicycle,Clear,City Road,Twilight,Minor,Tire burst,0,0,34,26-40
20250238,2025-10-18,15:36,"Sabarmati Road, Ahmedabad",23.068401,72.589512,West,Tractor,Clear,National Highway,Daylight,Fatal,Over-speeding,10,2,27,26-40
20250239,2025-01-11,15:00,"Paltan Bazaar, Guwahati",26.194537,91.743044,East,Car,Foggy,Residential Street,Daylight,Major,Overloading,3,0,55,41-60
20250240,2025-09-27,18:04,"Zion Hill, Kodaikanal",10.244236,77.494064,South,Bus,Rainy,State Highway,Twilight,Minor,Road rage,3,0,27,26-40
20250241,2025-11-24,20:41,"Mall Road, Shimla",31.095026,77.187462,North,Truck,Cloudy,Rural Road,Darkness (Lit),Minor,Poor road condition,2,0,51,41-60
20250242,2025-12-26,20:25,"Victoria Memorial Area, Kolkata",22.558756,88.328571,East,Truck,Cloudy,Residential Street,Darkness (Lit),Minor,Wrong-side driving,1,0,51,41-60
20250243,2025-06-19,17:15,"Main Guard Gate, Trichy",10.842871,78.684637,South,Van,Clear,City Road,Daylight,Minor,Overloading,2,0,42,41-60
20250244,2025-06-29,09:06,"Chenab Bridge Approach, J&K",33.135038,74.829878,North,Auto-rickshaw,Windy,Rural Road,Daylight,Minor,Sleep deprivation,2,0,55,41-60
20250245,2025-10-07,12:53,"Boring Road, Patna",25.620662,85.117342,East,Auto-rickshaw,Clear,City Road,Daylight,Major,Drunk driving,6,0,46,41-60
20250246,2025-07-12,08:04,"Arera Colony, Bhopal",23.246455,77.448741,Central,Motorcycle,Windy,Rural Road,Daylight,Minor,Over-speeding,1,0,30,26-40
20250247,2025-11-07,19:10,"Anna Salai, Chennai",13.048438,80.240767,South,Car,Foggy,City Road,Twilight,Major,Using phone while driving,5,0,47,41-60
20250248,2025-10-09,18:09,"Anna Salai, Chennai",13.056225,80.247428,South,Motorcycle,Clear,City Road,Twilight,Major,Vehicle malfunction,4,0,30,26-40
20250249,2025-05-30,21:30,"Outer Ring Road, Bangalore",12.929451,77.621424,South,Motorcycle,Cloudy,National Highway,Darkness (Lit),Minor,Over-speeding,2,0,26,26-40
20250250,2025-08-14,14:14,"Charminar Area, Hyderabad",17.363527,78.464234,South,Truck,Clear,City Road,Daylight,Minor,Using phone while driving,4,0,41,41-60
20250251,2025-04-27,15:53,"S.G. Highway, Ahmedabad",23.032052,72.568959,West,Bus,Heatwave,City Road,Daylight,Minor,Pedestrian error,0,0,19,<26
20250252,2025-01-18,14:57,"Sayajigunj, Vadodara",22.316214,73.186526,West,Truck,Clear,Rural Road,Daylight,Minor,Poor road condition,1,0,52,41-60
20250253,2025-04-19,18:08,"Marine Drive, Mumbai",18.941501,72.837848,West,Motorcycle,Heatwave,City Road,Twilight,Major,Tailgating,2,0,18,<26
20250254,2025-05-22,15:58,"MG Road, Bangalore",12.980197,77.598292,South,Bus,Clear,City Road,Daylight,Minor,Distracted driving,4,0,32,26-40
20250255,2025-02-21,20:36,"Victoria Memorial Area, Kolkata",22.53283,88.336183,East,Bus,Clear,City Road,Darkness (Lit),Minor,Sleep deprivation,3,0,47,41-60
20250256,2025-03-15,16:43,"Gomti Nagar, Lucknow",26.863752,80.991274,North,Van,Clear,National Highway,Daylight,Major,Wrong-side driving,6,0,40,26-40
20250257,2025-06-05,11:53,"Race Course, Coimbatore",11.027547,76.961346,South,Tractor,Rainy,State Highway,Daylight,Minor,Vehicle malfunction,2,0,36,26-40
20250258,2025-11-27,07:28,"Hazratganj, Lucknow",26.859103,80.943415,North,Motorcycle,Foggy,City Road,Daylight,Minor,Drunk driving,1,0,34,26-40
20250259,2025-02-03,11:32,"Indiranagar 100ft Road, Bangalore",12.960969,77.651739,South,Van,Clear,National Highway,Daylight,Minor,Lane changing without signal,1,0,41,41-60
20250260,2025-07-04,16:17,"Zion Hill, Kodaikanal",10.247805,77.489354,South,Truck,Clear,National Highway,Daylight,Major,Drunk driving,3,1,38,26-40
20250261,2025-08-31,15:22,"Main Guard Gate, Trichy",10.818305,78.706435,South,Auto-rickshaw,Rainy,State Highway,Daylight,Fatal,Drunk driving,10,2,48,41-60
20250262,2025-12-13,09:41,"Salt Lake City, Kolkata",22.587198,88.428739,East,Tractor,Foggy,City Road,Daylight,Minor,Distracted driving,4,0,24,<26
20250263,2025-01-05,09:38,"Fatehpur Sikri Road, Agra",27.097482,77.679981,North,Motorcycle,Cloudy,Rural Road,Daylight,Major,Animal crossing,8,0,18,<26
20250264,2025-10-27,07:32,"Hitech City, Hyderabad",17.457495,78.387481,South,Bus,Clear,State Highway,Daylight,Major,Poor road condition,6,1,35,26-40
20250265,2025-11-24,11:17,"Howrah Bridge Road, Kolkata",22.589784,88.360366,East,Truck,Clear,City Road,Daylight,Minor,Pedestrian error,4,0,29,26-40
20250266,2025-03-13,17:41,"Race Course, Coimbatore",11.031724,76.948583,South,Motorcycle,Clear,National Highway,Daylight,Major,Vehicle malfunction,4,0,29,26-40
20250267,2025-04-24,16:40,"Boring Road, Patna",25.624196,85.120156,East,Motorcycle,Windy,Rural Road,Daylight,Major,Using phone while driving,2,0,25,<26
20250268,2025-10-14,17:11,"Bandra West, Mumbai",19.071588,72.834133,West,Car,Clear,Rural Road,Daylight,Minor,Road rage,2,0,18,<26
20250269,2025-07-10,09:18,"Raja Park, Jaipur",26.907136,75.833516,North,Van,Rainy,Residential Street,Daylight,Minor,Signal violation,1,0,18,<26
20250270,2025-07-15,15:26,"Anna Salai, Chennai",13.071525,80.239123,South,Lorry,Rainy,Residential Street,Daylight,Major,Animal crossing,3,0,37,26-40
20250271,2025-09-07,11:11,"Mall Road, Shimla",31.108835,77.158541,North,Motorcycle,Foggy,National Highway,Daylight,Major,Pedestrian error,2,0,18,<26
20250272,2025-08-08,21:24,"MG Road, Bangalore",12.957732,77.585582,South,Motorcycle,Clear,State Highway,Darkness (Unlit),Major,Over-speeding,4,0,29,26-40
20250273,2025-06-26,11:06,"S.G. Highway, Ahmedabad",23.0226,72.565583,West,Car,Clear,Residential Street,Daylight,Minor,Animal crossing,4,0,25,<26
20250274,2025-12-18,23:21,"Race Course, Coimbatore",11.012578,76.946453,South,Scooter,Cloudy,City Road,Darkness (Lit),Fatal,Drunk driving,9,2,24,<26
20250275,2025-03-05,12:41,"Marine Drive, Mumbai",18.940056,72.82741,West,Auto-rickshaw,Clear,City Road,Daylight,Minor,Drunk driving,0,0,43,41-60
20250276,2025-08-16,13:35,"Howrah Bridge Road, Kolkata",22.584332,88.336394,East,Truck,Rainy,State Highway,Daylight,Major,Poor road condition,5,0,39,26-40
20250277,2025-12-25,08:53,"FC Road, Pune",18.525848,73.844431,West,Motorcycle,Cloudy,City Road,Daylight,Minor,Vehicle malfunction,4,0,33,26-40
20250278,2025-07-29,10:02,"Arera Colony, Bhopal",23.233091,77.425631,Central,Scooter,Rainy,National Highway,Daylight,Minor,Poor road condition,4,0,24,<26
20250279,2025-12-09,14:05,"Victoria Memorial Area, Kolkata",22.545151,88.349307,East,Car,Clear,State Highway,Daylight,Major,Animal crossing,8,0,47,41-60
20250280,2025-05-29,12:43,"Mall Road, Shimla",31.10258,77.161877,North,Bicycle,Heatwave,National Highway,Daylight,Major,Over-speeding,6,0,18,<26
20250281,2025-08-13,20:17,"Chenab Bridge Approach, J&K",33.137789,74.842749,North,Car,Rainy,Residential Street,Darkness (Lit),Minor,Brake failure,3,0,43,41-60
20250282,2025-03-27,08:44,"Chenab Bridge Approach, J&K",33.136759,74.846574,North,Car,Clear,City Road,Daylight,Major,Animal crossing,7,0,21,<26
20250283,2025-11-10,02:43,"Chenab Bridge Approach, J&K",33.164203,74.82222,North,Scooter,Clear,City Road,Darkness (Lit),Fatal,Tailgating,11,5,27,26-40
20250284,2025-10-17,09:42,"Paltan Bazaar, Guwahati",26.182573,91.757647,East,Truck,Clear,City Road,Daylight,Major,Sleep deprivation,7,0,22,<26
20250285,2025-10-13,19:39,"Anna Salai, Chennai",13.045749,80.262631,South,Motorcycle,Clear,City Road,Twilight,Major,Poor road condition,8,0,22,<26
20250286,2025-09-17,09:41,"S.G. Highway, Ahmedabad",23.019598,72.56345,West,Motorcycle,Cloudy,City Road,Daylight,Minor,Sleep deprivation,0,0,31,26-40
20250287,2025-09-12,17:01,"FC Road, Pune",18.522603,73.826975,West,Bus,Cloudy,Rural Road,Daylight,Minor,Lane changing without signal,4,0,42,41-60
20250288,2025-06-24,12:03,"Chandni Chowk, Delhi",28.67033,77.224959,North,Auto-rickshaw,Rainy,City Road,Daylight,Minor,Tire burst,0,0,55,41-60
20250289,2025-02-19,17:14,"MG Road, Bangalore",12.966841,77.604497,South,Tractor,Clear,City Road,Daylight,Fatal,Wrong-side driving,3,4,50,41-60
20250290,2025-07-29,08:39,"Sabarmati Road, Ahmedabad",23.048926,72.593106,West,Motorcycle,Rainy,Rural Road,Daylight,Major,Overloading,7,0,35,26-40
20250291,2025-11-21,18:37,"Outer Ring Road, Bangalore",12.943364,77.623015,South,Truck,Windy,National Highway,Twilight,Major,Wrong-side driving,1,0,23,<26
20250292,2025-09-18,17:58,"Pink City Road, Jaipur",26.918155,75.77751,North,Auto-rickshaw,Clear,City Road,Daylight,Minor,Overloading,3,0,44,41-60
20250293,2025-08-03,21:58,"Gomti Nagar, Lucknow",26.874571,80.987608,North,Tractor,Windy,City Road,Darkness (Lit),Minor,Road rage,4,0,32,26-40
20250294,2025-06-10,17:59,"Arera Colony, Bhopal",23.237177,77.425427,Central,Truck,Rainy,State Highway,Daylight,Minor,Poor road condition,1,0,55,41-60
20250295,2025-09-15,15:40,"Mall Road, Shimla",31.111111,77.181223,North,Bus,Rainy,Residential Street,Daylight,Minor,Road rage,4,0,32,26-40
20250296,2025-01-07,15:01,"S.G. Highway, Ahmedabad",23.01186,72.576508,West,Car,Cloudy,National Highway,Daylight,Major,Over-speeding,1,0,60,41-60
20250297,2025-06-01,09:34,"Marine Drive, Mumbai",18.93956,72.821778,West,Truck,Rainy,City Road,Daylight,Minor,Pedestrian error,4,0,27,26-40
20250298,2025-12-23,10:42,"Anna Salai, Chennai",13.073195,80.246227,South,Scooter,Windy,State Highway,Daylight,Fatal,Distracted driving,5,2,32,26-40
20250299,2025-11-14,19:55,"Sector 17, Chandigarh",30.7514,76.795045,North,Auto-rickshaw,Foggy,Rural Road,Twilight,Minor,Using phone while driving,1,0,43,41-60
20250300,2025-05-31,14:43,"Park Street, Kolkata",22.543609,88.341414,East,Motorcycle,Clear,City Road,Daylight,Major,Using phone while driving,3,0,18,<26
20250301,2025-05-11,00:29,Rishikesh-Haridwar Highway,30.079925,78.277298,North,Scooter,Clear,Rural Road,Darkness (Lit),Minor,Lane changing without signal,2,0,37,26-40
20250302,2025-09-27,09:11,"Sayajigunj, Vadodara",22.294245,73.181354,West,Motorcycle,Rainy,National Highway,Daylight,Fatal,Over-speeding,6,3,31,26-40
20250303,2025-07-04,10:48,"Vartak Nagar, Thane",19.219215,72.992999,West,Auto-rickshaw,Windy,National Highway,Daylight,Major,Poor road condition,4,1,33,26-40
20250304,2025-02-28,13:34,"Chenab Bridge Approach, J&K",33.143485,74.84564,North,Auto-rickshaw,Clear,Rural Road,Daylight,Minor,Animal crossing,2,0,28,26-40
